iter	Logloss
500	0.002043300232
501	0.002043300232
502	0.002038262174
503	0.002036182607
504	0.002036249418
505	0.002030162293
506	0.002025028233
507	0.002025066585
508	0.002021656906
509	0.002017143076
510	0.00201338383
511	0.002008573442
512	0.002005580752
513	0.002001928746
514	0.001997733947
515	0.001994628154
516	0.001994650383
517	0.001991242537
518	0.00198753117
519	0.001983028821
520	0.001978846603
521	0.001978846603
522	0.001978866145
523	0.001975385869
524	0.001975235148
525	0.001975235148
526	0.001971950174
527	0.001968089919
528	0.001963888035
529	0.001963805957
530	0.001960130989
531	0.001956872398
532	0.001952667217
533	0.001948232534
534	0.001948132622
535	0.001944336735
536	0.001940183464
537	0.001935940785
538	0.001930206037
539	0.001926789763
540	0.001921901937
541	0.001918689149
542	0.001915737742
543	0.001910113653
544	0.001903296616
545	0.001899635694
546	0.001895734277
547	0.001886844635
548	0.001885007029
549	0.001880563673
550	0.001876652119
551	0.001876665188
552	0.001871329351
553	0.001868293666
554	0.001862862437
555	0.001857816196
556	0.001854159304
557	0.001854159304
558	0.001854118754
559	0.00185016274
560	0.001845946077
561	0.001841480981
562	0.001837826655
563	0.001834839949
564	0.001831325962
565	0.001827025878
566	0.001822926348
567	0.001819271777
568	0.00181617258
569	0.001811225273
570	0.001808182138
571	0.001805097964
572	0.001800631158
573	0.001798639288
574	0.001794392212
575	0.001794357036
576	0.001792060547
577	0.001788741741
578	0.001785950338
579	0.001785964751
580	0.001782935052
581	0.001780398923
582	0.001777813327
583	0.001771516243
584	0.001771363567
585	0.001766984824
586	0.001763541801
587	0.001763476212
588	0.00175864225
589	0.001754118282
590	0.001750386396
591	0.001746643029
592	0.001743334483
593	0.001741223892
594	0.001738159627
595	0.001738102221
596	0.001733858322
597	0.001733816427
598	0.001731107714
599	0.001729611246
600	0.001726162116
601	0.001726183124
602	0.001723642476
603	0.001723611086
604	0.001719483831
605	0.001716442284
606	0.001710661122
607	0.001705572009
608	0.001705507275
609	0.001705388798
610	0.001705409318
611	0.001702850471
612	0.001702808332
613	0.00170009571
614	0.001700059068
615	0.001696095848
616	0.001692884647
617	0.001692803302
618	0.001692802691
619	0.001689039415
620	0.00168564195
621	0.001685569887
622	0.001685563536
623	0.001685559627
624	0.001682589289
625	0.001682584037
626	0.00168248779
627	0.001680056091
628	0.001677683753
629	0.001675192206
630	0.001672231027
631	0.001672225897
632	0.001671959386
633	0.00167198015
634	0.001671921034
635	0.001668142613
636	0.001665304308
637	0.00165865497
638	0.001657863621
639	0.001654264502
640	0.001654367955
641	0.001650921268
642	0.001648651772
643	0.001646425148
644	0.001646425148
645	0.001642015747
646	0.001639429419
647	0.00163814743
648	0.001638156469
649	0.001635637073
650	0.001632066535
651	0.001631996304
652	0.001629163252
653	0.001626111811
654	0.001626054527
655	0.001625932265
656	0.001624944757
657	0.00162492668
658	0.001622944215
659	0.001620063772
660	0.001620037634
661	0.001616519494
662	0.001614038573
663	0.001610413072
664	0.001608008733
665	0.001606956735
666	0.001606844243
667	0.001604218708
668	0.001601101189
669	0.001601080303
670	0.001599748359
671	0.001599773154
672	0.001599693274
673	0.001599738832
674	0.001599667014
675	0.001599655044
676	0.001599686312
677	0.001597493398
678	0.001595599241
679	0.001595560156
680	0.00159318452
681	0.001590452844
682	0.001586652437
683	0.001584231365
684	0.001582549732
685	0.001580507174
686	0.001580325306
687	0.001577989122
688	0.001577773422
689	0.001577767681
690	0.001577701481
691	0.001577664594
692	0.001577542087
693	0.001575388381
694	0.001575388381
695	0.001572653651
696	0.001570000512
697	0.001569910005
698	0.001569908662
699	0.001567550126
700	0.001567441176
701	0.001565622013
702	0.001563860867
703	0.00156375375
704	0.001563835828
705	0.00156200152
706	0.001559819721
707	0.001557309852
708	0.001557328173
709	0.001557194674
710	0.001555057578
711	0.001555022402
712	0.001555105946
713	0.001553082564
714	0.001552974836
715	0.00155283926
716	0.001549505797
717	0.001547253278
718	0.001544543221
719	0.001541910235
720	0.001538169189
721	0.001538153555
722	0.001535730406
723	0.001535650892
724	0.001535676786
725	0.00153536093
726	0.001533496087
727	0.001533440024
728	0.001533440024
729	0.00153341523
730	0.001530562879
731	0.001530604529
732	0.001530578757
733	0.00153058633
734	0.001530519763
735	0.001530531366
736	0.001530469197
737	0.001530513412
738	0.001530493869
739	0.001528608384
740	0.001528603132
741	0.00152464724
742	0.00152463698
743	0.001520812023
744	0.00151898431
745	0.001516707119
746	0.001514135081
747	0.001511230698
748	0.001509064289
749	0.001506268612
750	0.001506237344
751	0.001502679997
752	0.001502642866
753	0.001502576422
754	0.00150057307
755	0.001498189862
756	0.001494920156
757	0.001494841009
758	0.001491463575
759	0.001491338992
760	0.001491338992
761	0.001489828356
762	0.001489702429
763	0.001489702429
764	0.001487338885
765	0.0014870328
766	0.001485257608
767	0.001484342286
768	0.001484359141
769	0.001484333247
770	0.001480409112
771	0.001477874205
772	0.001477863945
773	0.001475982368
774	0.001475905297
775	0.001475720987
776	0.001475572586
777	0.00147561558
778	0.001475534722
779	0.001473375031
780	0.001473301258
781	0.001473238356
782	0.001473048671
783	0.001473033037
784	0.001473044763
785	0.001472991143
786	0.001473040488
787	0.001470368905
788	0.001468471694
789	0.001466852231
790	0.001466827314
791	0.001466760381
792	0.001464450579
793	0.001464378394
794	0.001464379615
795	0.001462095341
796	0.001462005689
797	0.0014620394
798	0.001460131563
799	0.001458351729
800	0.001458281132
801	0.001458238016
802	0.001455742805
803	0.001455811814
804	0.001455779081
805	0.001453712338
806	0.001453636611
807	0.001451472889
808	0.001451476676
809	0.001451357955
810	0.001451210531
811	0.001451188424
812	0.00145099593
813	0.001447586007
814	0.001447623382
815	0.001447586251
816	0.001444662081
817	0.001442793329
818	0.001442578117
819	0.001442505688
820	0.001442449625
821	0.001439441423
822	0.001439445331
823	0.001439352993
824	0.001438580087
825	0.001438539781
826	0.001438559323
827	0.001438526589
828	0.001438512177
829	0.001438507291
830	0.001434293316
831	0.001431847693
832	0.001431860885
833	0.001431849648
834	0.001428498108
835	0.001428472214
836	0.001428416151
837	0.001425845213
838	0.001425635619
839	0.001425569908
840	0.001425588229
841	0.001425556961
842	0.001425517509
843	0.001425531067
844	0.001425445935
845	0.001422490253
846	0.001422431625
847	0.001420376486
848	0.001420372578
849	0.001420327019
850	0.001420349005
851	0.001420225032
852	0.001420132694
853	0.001418537659
854	0.001418438725
855	0.001418464985
856	0.001418407457
857	0.001418346142
858	0.001415111735
859	0.001415144469
860	0.00141510233
861	0.001415028191
862	0.001415031977
863	0.001414229147
864	0.001414226704
865	0.001414276293
866	0.00141016968
867	0.001409469081
868	0.001409419125
869	0.001409394209
870	0.001409392987
871	0.001409334482
872	0.001409327764
873	0.001409328253
874	0.001409307122
875	0.001409268281
876	0.001409204524
877	0.001409180829
878	0.001406630165
879	0.001402753787
880	0.0014027511
881	0.00140274084
882	0.001402752566
883	0.001401591496
884	0.001400340532
885	0.001400275309
886	0.001398124411
887	0.001396097487
888	0.001395845755
889	0.001395827678
890	0.00139579238
891	0.001395835373
892	0.001394494391
893	0.001394573782
894	0.001394550453
895	0.001393508227
896	0.001393471463
897	0.001393387064
898	0.001393367521
899	0.001393201288
900	0.001393169898
901	0.0013920677
902	0.001391876061
903	0.001389556977
904	0.001389442409
905	0.001389287168
906	0.00138690457
907	0.001386277866
908	0.001386098442
909	0.001385955293
910	0.001385967018
911	0.001385967018
912	0.001385938437
913	0.001385968484
914	0.001384096556
915	0.001384114511
916	0.001382477215
917	0.001382452054
918	0.001382402465
919	0.001382293516
920	0.001382320631
921	0.001380798025
922	0.001380563149
923	0.001378524255
924	0.00137852169
925	0.001378420435
926	0.00137830489
927	0.001378308798
928	0.001378311241
929	0.001378111175
930	0.001378132183
931	0.001375986416
932	0.001375927788
933	0.001374667052
934	0.001372408916
935	0.001369149348
936	0.001366568393
937	0.001366277454
938	0.001363992691
939	0.001363729478
940	0.001363685629
941	0.001362326082
942	0.001362240095
943	0.001360564325
944	0.001357963095
945	0.001357968469
946	0.001358001081
947	0.001358043219
948	0.001357066216
949	0.001357059743
950	0.001357025787
951	0.001355545443
952	0.001355499518
953	0.001355495609
954	0.001355482662
955	0.001355380553
956	0.00135543918
957	0.001355427455
958	0.001355296764
959	0.001355296764
960	0.001355311421
961	0.001354799163
962	0.001354818706
963	0.001354830553
964	0.001354760078
965	0.001354664808
966	0.00135467116
967	0.001354698519
968	0.00135467116
969	0.001354706581
970	0.001354681542
971	0.001354578089
972	0.001354542912
973	0.001354554638
974	0.001354602761
975	0.00135450285
976	0.00135447378
977	0.001354443734
978	0.001354471338
979	0.001354382297
980	0.001354286661
981	0.001354261988
982	0.0013535289
983	0.001353557481
984	0.001353508747
985	0.001353460746
986	0.001353527679
987	0.00135232838
988	0.001350235255
989	0.001348595028
990	0.001347647583
991	0.001347723066
992	0.001347603857
993	0.001347589933
994	0.001347449593
995	0.001346279485
996	0.001346203392
997	0.001344665885
998	0.001344603349
999	0.001344703504
